iter	MultiClass
132	0.667629446
133	0.6663724179
134	0.6650865997
135	0.6640004649
136	0.6626260382
137	0.6617244417
138	0.6604088825
139	0.6595950195
140	0.6572708118
141	0.6560652146
142	0.6553563677
143	0.6543981056
144	0.6531861561
145	0.6524222013
146	0.6515284396
147	0.6500734338
148	0.6495341673
149	0.6488677674
150	0.6479317684
151	0.6474103564
152	0.6466005256
153	0.6462368486
154	0.6446152813
155	0.6434792114
156	0.6425651051
157	0.6414550981
158	0.6393003028
159	0.6378704909
160	0.6366644076
161	0.635667231
162	0.6346880365
163	0.6339167177
164	0.6327243875
165	0.6319140631
166	0.6308850225
167	0.630047048
168	0.6293345471
169	0.6287449408
170	0.6278276533
171	0.626269577
172	0.6257880293
173	0.6247019964
174	0.623945627
175	0.6231707963
176	0.6218040087
177	0.6207768656
178	0.6197289056
179	0.6186900147
180	0.6175884928
181	0.6166063858
182	0.6161915363
183	0.6147538921
184	0.6140637978
185	0.6132545107
186	0.6125912771
187	0.611925996
188	0.6110624365
189	0.6092663808
190	0.6087903674
191	0.6075781725
192	0.6060890125
193	0.605070109
194	0.6037399714
195	0.6033505206
196	0.6022689822
197	0.601361004
198	0.6002345422
199	0.5992059627
200	0.5980743976
201	0.5964627935
202	0.5956965146
203	0.5953457255
204	0.5947012145
205	0.5931882855
206	0.5920895103
207	0.5913547102
208	0.5907589042
209	0.5902096523
210	0.5895031382
211	0.5885450412
212	0.5876413184
213	0.586990979
214	0.5861028613
215	0.5856254645
216	0.5851510476
217	0.5844120915
218	0.5840827529
219	0.5834853258
220	0.5826028699
221	0.5817802314
222	0.581017239
223	0.5802857796
224	0.5788643243
225	0.5780519164
226	0.5775281158
227	0.5770344226
228	0.5754145286
229	0.5747371801
230	0.5736850747
231	0.5731184508
232	0.5722471702
233	0.5717186185
234	0.5705041631
235	0.5697158722
236	0.5689444248
237	0.5684501928
238	0.5673281646
239	0.5670208229
240	0.5666898497
241	0.5656297725
242	0.5643891388
243	0.5633330886
244	0.562732205
245	0.5620164233
246	0.5614866836
247	0.5600589234
248	0.5584931409
249	0.5579834838
250	0.5570755083
251	0.5559637479
252	0.5551640793
253	0.5548277455
254	0.5541245449
255	0.553170291
256	0.5524538373
257	0.5513932755
258	0.5506568676
259	0.5503052246
260	0.5495619036
261	0.5485970514
262	0.548180535
263	0.5476888025
264	0.5465504718
265	0.5458991614
266	0.5449868735
267	0.5445192214
268	0.5435299769
269	0.5424235889
270	0.5412282953
271	0.5404536268
272	0.5396303909
273	0.5385755871
274	0.5381572497
275	0.5371614695
276	0.536634052
277	0.5356588711
278	0.5349144853
279	0.5341680088
280	0.5327594754
281	0.5323686697
282	0.5315464279
283	0.5305610115
284	0.5296098185
285	0.5287784728
286	0.5277794214
287	0.5271287968
288	0.5260593597
289	0.5255265055
290	0.5251123542
291	0.5245557629
292	0.5235637493
293	0.522875228
294	0.5222755804
295	0.5215865165
296	0.5211747587
297	0.520682813
298	0.5203619693
299	0.5197153625
300	0.5184036594
301	0.5180730445
302	0.51722311
303	0.5164477251
304	0.5159125114
305	0.5152772881
306	0.5150001243
307	0.5142279236
308	0.5133405967
309	0.5126787453
310	0.5117649271
311	0.5112531274
312	0.510648706
313	0.5096414695
314	0.5091638984
315	0.5085232479
316	0.5078368579
317	0.5073273124
318	0.5068574189
319	0.5056793126
320	0.5054882865
321	0.5047317327
322	0.5036854315
323	0.5024531035
324	0.5020028125
325	0.5008163459
326	0.5006321235
327	0.4999257485
328	0.4995031581
329	0.4989691981
330	0.4984998643
331	0.4980802135
332	0.4970694286
333	0.4963527451
334	0.4956432326
335	0.4952077887
336	0.4946092683
337	0.493139133
338	0.4924414129
339	0.4921045237
340	0.4909226003
341	0.4901663071
342	0.4894562769
343	0.4890452385
344	0.4884920854
345	0.4876288123
346	0.4868750676
347	0.4865284364
348	0.485874745
349	0.4853712729
350	0.4847568056
351	0.4842804616
352	0.4838563801
353	0.4832841647
354	0.4826656514
355	0.4822328288
356	0.4812619167
357	0.4802280207
358	0.4791743091
359	0.4784929503
360	0.477747528
361	0.477072609
362	0.4761540199
363	0.4755774474
364	0.4747001539
365	0.4739627607
366	0.4737639332
367	0.4729372702
368	0.4720048045
369	0.4708434149
370	0.4696291989
371	0.4690827828
372	0.4682998691
373	0.4681778438
374	0.467598413
375	0.4670506094
376	0.4658862464
377	0.4649792392
378	0.4639450382
379	0.4634046862
380	0.4628787222
381	0.462423301
382	0.4618211922
383	0.4614111651
384	0.4605673985
385	0.4599255184
386	0.4595509907
387	0.4592275975
388	0.4582734545
389	0.457588395
390	0.4569830578
391	0.4561417539
392	0.4556916216
393	0.4547890738
394	0.4538981376
395	0.4533740046
396	0.4529423308
397	0.4521925639
398	0.4513221935
399	0.4507584412
400	0.4499229386
401	0.4493704673
402	0.4490791551
403	0.4485550442
404	0.4477491601
405	0.4467124541
406	0.4463486383
407	0.4458499211
408	0.4448237251
409	0.4445862787
410	0.4440385906
411	0.4432768819
412	0.4425099487
413	0.4418990341
414	0.4415951633
415	0.4411985371
416	0.4403751583
417	0.4399206903
418	0.4393656505
419	0.4389869349
420	0.4386476708
421	0.4381678709
422	0.4376119816
423	0.4370872133
424	0.4366677603
425	0.4361306105
426	0.4359767216
427	0.4356084457
428	0.4350180533
429	0.4344570488
430	0.4334148529
431	0.432949795
432	0.4325756748
433	0.43194364
434	0.4315367176
435	0.4311631937
436	0.4307918671
437	0.4302610123
438	0.4298188716
439	0.4292218934
440	0.4288238818
441	0.4281265114
442	0.4271177019
443	0.4265488981
444	0.426205015
445	0.4258567633
446	0.4251118857
447	0.4246149437
448	0.4235480134
449	0.4229485315
450	0.4223866901
451	0.4215848961
452	0.4210895675
453	0.4202320403
454	0.4193073845
455	0.4188714284
456	0.4181636142
457	0.4173263915
458	0.4165397418
459	0.4164381192
460	0.4158919663
461	0.4152442843
462	0.4149733918
463	0.4146794768
464	0.4142674683
465	0.4138745213
466	0.4133675862
467	0.4130396097
468	0.4124101845
469	0.4119765987
470	0.4115786624
471	0.4107862464
472	0.4104670692
473	0.410179908
474	0.4095236295
475	0.4085110998
476	0.4081914426
477	0.4075966727
478	0.4069671805
479	0.4061326878
480	0.4056467047
481	0.4052523926
482	0.4049705001
483	0.4047837953
484	0.404404634
485	0.40380421
486	0.4028519016
487	0.4022170195
488	0.40195942
489	0.4014690049
490	0.4010012325
491	0.4004032503
492	0.3999041338
493	0.3994928432
494	0.399052118
495	0.3984305302
496	0.3976716522
497	0.3973098781
498	0.396603228
499	0.3960838297
500	0.3956211578
501	0.394992758
502	0.3946083052
503	0.3943388585
504	0.3939901699
505	0.3937196731
506	0.3936470229
507	0.3934275606
508	0.3932430392
509	0.3922975759
510	0.3918072905
511	0.3914960838
512	0.3911199435
513	0.3905461874
514	0.3901133245
515	0.3894154977
516	0.3890883414
517	0.388408885
518	0.3880003959
519	0.3877347962
520	0.387354982
521	0.3869493387
522	0.3866132493
523	0.3862541014
524	0.3856792079
525	0.3850790025
526	0.384703061
527	0.3840533206
528	0.3833753994
529	0.3829222465
530	0.3826124756
531	0.3819791714
532	0.3816428054
533	0.3814310196
534	0.3811772311
535	0.3804058971
536	0.3797760543
537	0.3793742953
538	0.3786280093
539	0.3783970822
540	0.377667891
541	0.377177736
542	0.3768311544
543	0.3763492475
544	0.3760050261
545	0.3756793283
546	0.3752642551
547	0.3746683519
548	0.3739956484
549	0.3736465331
550	0.3734265438
551	0.3730041547
552	0.3725641465
553	0.3722033744
554	0.3717237618
555	0.3715326994
556	0.3713074495
557	0.3708717317
558	0.3702796543
559	0.3698280164
560	0.3694067007
561	0.3688743926
562	0.3680932408
563	0.367596775
564	0.3669974642
565	0.3664140155
566	0.3658367309
567	0.3651489505
568	0.3648093497
569	0.3644330074
570	0.3640124853
571	0.3636233746
572	0.3633419523
573	0.3628491492
574	0.3626173407
575	0.362059579
576	0.3614464489
577	0.3612140042
578	0.3610419962
579	0.3601619596
580	0.3598805817
581	0.3594632062
582	0.3588298008
583	0.3583410746
584	0.357973839
585	0.3571744957
586	0.3569257295
587	0.3566394775
588	0.356222319
589	0.3559005205
590	0.3556379864
591	0.3553853126
592	0.3550856665
593	0.354842187
594	0.3545585462
595	0.3541639962
596	0.3539805626
597	0.3535960565
598	0.3531161144
599	0.3529598147
600	0.3528363656
601	0.3525344934
602	0.3521889237
603	0.3516919353
604	0.3511645339
605	0.3506894799
606	0.350234114
607	0.3497637989
608	0.3489611241
609	0.3485012206
610	0.3482659608
611	0.3480138878
612	0.347645286
613	0.3473195379
614	0.3470839604
615	0.3466364687
616	0.3464188503
617	0.3461017522
618	0.3459070957
619	0.3452046644
620	0.3449033986
621	0.3445247316
622	0.3441137287
623	0.3437750045
624	0.343406162
625	0.343020865
626	0.3428635868
627	0.3426905336
628	0.3423030707
629	0.3418592561
630	0.3417154445
631	0.341518406
632	0.3410993001
633	0.3406805342
634	0.3399502632
635	0.3394640264
636	0.3391277132
637	0.3387310608
638	0.338422091
639	0.3379748754
640	0.3374030549
641	0.337194655
642	0.3368569179
643	0.3364109603
644	0.3359662972
645	0.335728187
646	0.3352880618
647	0.3350380095
648	0.3347262693
649	0.3342940939
650	0.3338528069
651	0.3336168201
652	0.3332545502
653	0.3328542271
654	0.3324837165
655	0.3322111364
656	0.3315548243
657	0.3309861644
658	0.3306363277
659	0.3300371282
660	0.3298569019
661	0.3293501502
662	0.3290083724
663	0.3286464492
664	0.328238947
665	0.3279915812
666	0.327762659
667	0.327289885
668	0.3270747022
669	0.3267773577
670	0.3263555765
671	0.3260214152
672	0.3252438632
673	0.325023399
674	0.3248554626
675	0.324724161
676	0.3243181249
677	0.3240729037
678	0.3238134347
679	0.3235276198
680	0.3231350976
681	0.3227929455
682	0.3223876723
683	0.3221846603
684	0.3214023948
685	0.3210833305
686	0.3207954046
687	0.3204618774
688	0.3201839408
689	0.3194730177
690	0.3192983066
691	0.3188999881
692	0.3186522141
693	0.31820604
694	0.3179225035
695	0.3176168378
696	0.3169844631
697	0.3167428935
698	0.3164084381
699	0.3159988843
700	0.315715469
701	0.3153064207
702	0.3150016569
703	0.3145322477
704	0.3141737518
705	0.313935358
706	0.3135901329
707	0.3132087502
708	0.312779123
709	0.3124732908
710	0.3122537273
711	0.3119537045
712	0.3114445575
713	0.3109826048
714	0.3106677677
715	0.3103376667
716	0.3100131743
717	0.3098052357
718	0.3093189367
719	0.3091202541
720	0.3087362462
721	0.3085259671
722	0.3083462258
723	0.3079562751
724	0.3074966488
725	0.3072231767
726	0.3071166632
727	0.3066894345
728	0.306504924
729	0.305936958
730	0.3055689223
731	0.3052092466
732	0.3049974894
733	0.304804838
734	0.3044420592
735	0.3040687413
736	0.3037749199
737	0.3034978308
738	0.3031549072
739	0.3027108926
740	0.302386425
741	0.302171943
742	0.3019073146
743	0.3018444601
744	0.3014312434
745	0.3011091597
746	0.3008909864
747	0.3007601269
748	0.3005737691
749	0.3000593452
750	0.2998507817
751	0.2994202178
752	0.2991361834
753	0.298963664
754	0.2987283856
755	0.2982205733
756	0.2978065755
757	0.297295321
758	0.296847156
759	0.2965824516
760	0.2963763252
761	0.2961513522
762	0.2957266729
763	0.2955047492
764	0.2953176871
765	0.2948673215
766	0.294301019
767	0.2940863669
768	0.2936025844
769	0.2933788922
770	0.2932409318
771	0.2929820654
772	0.2927639273
773	0.292454627
774	0.291943676
775	0.2916541284
776	0.2913282031
777	0.2911572207
778	0.2909858875
779	0.2907920612
780	0.2906341353
781	0.2904198161
782	0.2901847433
783	0.2899690195
784	0.2894245503
785	0.2891289478
786	0.2887989184
787	0.2883099628
788	0.2881522871
789	0.2879521617
790	0.2876070593
791	0.2869844488
792	0.2867153258
793	0.2865389913
794	0.2861951083
795	0.2857413167
796	0.2851883373
797	0.2849858445
798	0.2847498041
799	0.2844556273
800	0.2840051255
801	0.2839043373
802	0.2837053435
803	0.2834464914
804	0.2829489124
805	0.2823925945
806	0.2820310669
807	0.2817878743
808	0.2814850865
809	0.2811595579
810	0.2809878368
811	0.2807013068
812	0.2806202646
813	0.2803406105
814	0.2799281136
815	0.2797622643
816	0.2793636801
817	0.2791019485
818	0.2788646511
819	0.2787086514
820	0.2784922516
821	0.2782963476
822	0.2779471545
823	0.2776718616
824	0.2773464241
825	0.2771430611
826	0.2769517532
827	0.2767425497
828	0.2765010116
829	0.2760110469
830	0.2755864546
831	0.2752027159
832	0.2749581093
833	0.2748381589
834	0.274343029
835	0.2739390282
836	0.273773
837	0.2733275032
838	0.2729748405
839	0.2725781446
840	0.2720957996
841	0.2719022019
842	0.2715728457
843	0.2711882735
844	0.2709585483
845	0.2706082696
846	0.2702424206
847	0.2698387968
848	0.2695314729
849	0.2690076129
850	0.2688890293
851	0.2686985897
852	0.2682640329
853	0.2679324386
854	0.2676213413
855	0.2671523843
856	0.2668110222
857	0.2666017398
858	0.2663776716
859	0.2661881642
860	0.2659143943
861	0.2657097994
862	0.2652592769
863	0.2649773916
864	0.2647547593
865	0.2644247125
866	0.2641356961
867	0.2637718461
868	0.2634440312
869	0.2632085908
870	0.2629695444
871	0.2627552036
872	0.2624876986
873	0.2622344045
874	0.2620588311
875	0.2619098041
876	0.2617096309
877	0.261595696
878	0.2611070196
879	0.2607005772
880	0.2604412354
881	0.2602540812
882	0.2599983415
883	0.2598894777
884	0.2596669877
885	0.2594483542
886	0.259200197
887	0.2589529533
888	0.2585788683
889	0.2583861659
890	0.2581100916
891	0.2579083538
892	0.2577378876
893	0.25757743
894	0.257264516
895	0.2569974169
896	0.2568460201
897	0.2564743632
898	0.2562804283
899	0.2557552913
900	0.2556112788
901	0.2554327146
902	0.2551077485
903	0.2548581585
904	0.2546013851
905	0.2545083834
906	0.2543218811
907	0.2540351736
908	0.2537740884
909	0.2535846553
910	0.2532631792
911	0.2529434106
912	0.2528254917
913	0.2525662449
914	0.2523260571
915	0.2518632929
916	0.2516039024
917	0.2514461059
918	0.2511398281
919	0.2507421996
920	0.2506650756
921	0.2503791292
922	0.25004277
923	0.2498493248
924	0.2495062004
925	0.2492113732
926	0.2488596583
927	0.2485646588
928	0.2483362086
929	0.2478292556
930	0.2477032672
931	0.2474862339
932	0.2472476389
933	0.2468168695
934	0.2466752988
935	0.2464615227
936	0.2461486858
937	0.2460075809
938	0.2456965851
939	0.2454267436
940	0.2450750178
941	0.2447656006
942	0.2444856289
943	0.244293277
944	0.2441317089
945	0.2439358171
946	0.2436081584
947	0.2432870395
948	0.2431165477
949	0.2428132056
950	0.2426813191
951	0.2425501812
952	0.2423015773
953	0.2421431637
954	0.241968529
955	0.2418042774
956	0.2416255657
957	0.241413673
958	0.2409765408
959	0.2408548513
960	0.2406862843
961	0.2404541508
962	0.2401356496
963	0.2397119485
964	0.239598337
965	0.2394967226
966	0.2391961949
967	0.2390051792
968	0.2387930512
969	0.2385862643
970	0.2383666946
971	0.237949407
972	0.2377854778
973	0.2375910551
974	0.2374802843
975	0.2372005286
976	0.2370739742
977	0.2368774758
978	0.2367102489
979	0.2365586386
980	0.2363048579
981	0.2360662443
982	0.2357293209
983	0.2356215358
984	0.2354213461
985	0.2353414143
986	0.2350475486
987	0.2349255946
988	0.2347577354
989	0.2346411512
990	0.2343563057
991	0.233999977
992	0.2338925363
993	0.2338062137
994	0.2336912516
995	0.2335125556
996	0.2330151013
997	0.2328032129
998	0.2324881842
999	0.2323769711
